line_length,word_count,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans
7,2,0.0,0.0,0.0,0.0,0.0,50.0,1.2413658170152087,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
69,11,0.0,6.7,0.0,5.800000000000001,6.7,60.0,1.6007244024062173,1.2709816152101407,0.0,1.6088616538127065,0.0,2.4083189157584592,2.588435821108957,2.7831576837137404
106,16,10.5,5.3,3.8,2.8000000000000003,0.0,26.3,1.67893539542235,1.3195079107728942,2.1897595699439445,1.5172912992053529,1.9493588689617927,1.6733200530681511,0.0,2.2645866205520235
19,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3870232258442192,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2765180070092417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,44,2.0,0.0,0.0,10.0,12.2,67.30000000000001,1.5444521049463789,1.4599744906233632,1.2599210498948732,0.0,0.0,3.1622776601683795,3.492849839314596,2.864202807204384
6,1,100.0,0.0,0.0,0.0,0.0,0.0,1.2202849358728105,1.0,4.641588833612778,0.0,0.0,0.0,0.0,0.0
90,12,7.1,21.4,3.3000000000000003,2.2,0.0,7.1,1.6486864043382532,1.2820888539868154,1.9219973427746713,2.1508169151483236,1.8165902124584952,1.4832396974191326,0.0,1.632354899798094
87,15,5.9,5.9,5.7,2.3,0.0,0.0,1.6424877499640307,1.31101942303975,1.8069688693211896,1.5585222360615276,2.3874672772626644,1.51657508881031,0.0,0.0
163,25,11.1,0.0,4.3,1.2,0.0,22.2,1.7611592280484425,1.379729661461215,2.2306991044756197,0.0,2.073644135332772,1.0954451150103321,0.0,2.1706422081393097
923,131,11.7,1.7999999999999998,2.3,4.2,1.7999999999999998,31.3,2.1353391157842405,1.6282726554257878,2.2701886806493845,1.158292185288269,1.51657508881031,2.04939015319192,1.3416407864998738,2.365299197201011
30,7,0.0,0.0,0.0,3.3000000000000003,25.0,62.5,1.4592328029610848,1.214814044039067,0.0,0.0,0.0,1.8165902124584952,5.0,2.8117066259517456
10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2915496650148839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3787157053417285,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
9,2,0.0,0.0,0.0,11.1,0.0,66.7,1.2765180070092417,1.0717734625362931,0.0,0.0,0.0,3.331666249791536,0.0,2.8577975428007782
59,10,8.3,8.3,6.800000000000001,3.4000000000000004,0.0,0.0,1.573118124014776,1.2589254117941673,2.024693852005457,1.6973426460728507,2.6076809620810595,1.8439088914585775,0.0,0.0
119,20,3.8,0.0,0.0,5.0,3.8,46.2,1.7006554259864737,1.3492828476735634,1.5604907507078847,0.0,0.0,2.23606797749979,1.9493588689617927,2.607116834203364
77,12,13.3,0.0,5.2,3.9,0.0,6.7,1.62035465297284,1.2820888539868154,2.369284502156768,0.0,2.280350850198276,1.9748417658131499,0.0,1.6088616538127065
83,20,18.2,0.0,10.8,2.4,4.5,0.0,1.6339204152187476,1.3492828476735634,2.6304121142856256,0.0,3.286335345030997,1.5491933384829668,2.1213203435596424,0.0
36,5,0.0,0.0,2.8000000000000003,2.8000000000000003,0.0,33.300000000000004,1.4890953247181091,1.174618943088019,0.0,0.0,1.6733200530681511,1.6733200530681511,0.0,2.4022104858861564
89,16,5.6000000000000005,16.7,5.6000000000000005,2.2,0.0,5.6000000000000005,1.6466408667027277,1.3195079107728942,1.7758080034852015,2.0215250056184093,2.3664319132398464,1.4832396974191326,0.0,1.5383211346269174
16,3,0.0,0.0,0.0,0.0,0.0,66.7,1.360790000174377,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,2.8577975428007782
79,13,35.7,0.0,5.1,1.3,0.0,7.1,1.6249778839784477,1.2923922207808318,3.292729632312839,0.0,2.258317958127243,1.140175425099138,0.0,1.632354899798094
92,15,20.0,6.7,5.4,0.0,0.0,0.0,1.65271758290573,1.31101942303975,2.7144176165949063,1.6088616538127065,2.32379000772445,0.0,0.0,0.0
50,9,0.0,0.0,4.0,0.0,22.2,33.300000000000004,1.5444521049463789,1.2457309396155174,0.0,0.0,2.0,0.0,4.711687595755898,2.4022104858861564
20,3,0.0,0.0,0.0,5.0,25.0,25.0,1.394950793962421,1.1161231740339044,0.0,0.0,0.0,2.23606797749979,5.0,2.23606797749979
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2765180070092417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,7,0.0,11.1,4.3,4.3,0.0,11.1,1.5338703441645076,1.214814044039067,0.0,1.825285251622753,2.073644135332772,2.073644135332772,0.0,1.825285251622753
12,1,0.0,100.0,0.0,16.7,0.0,0.0,1.3179806292130023,1.0,0.0,3.1622776601683795,0.0,4.08656334834051,0.0,0.0
16,3,0.0,0.0,0.0,0.0,0.0,100.0,1.360790000174377,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
54,6,0.0,8.3,0.0,11.1,0.0,0.0,1.5577156943237602,1.1962311988513155,0.0,1.6973426460728507,0.0,3.331666249791536,0.0,0.0
53,46,2.0,0.0,0.0,7.5,7.8,76.5,1.5544838261856166,1.466478780211681,1.2599210498948732,0.0,0.0,2.7386127875258306,2.792848008753788,2.957436025050745
38,6,0.0,0.0,2.6,5.3,11.1,44.4,1.4980679431428716,1.1962311988513155,0.0,0.0,1.61245154965971,2.3021728866442674,3.331666249791536,2.5813431580444846
77,11,15.4,7.7,2.6,2.6,0.0,0.0,1.62035465297284,1.2709816152101407,2.4879419347290765,1.665799323178612,1.61245154965971,1.61245154965971,0.0,0.0
30,5,0.0,0.0,3.3000000000000003,6.7,0.0,57.1,1.4592328029610848,1.174618943088019,0.0,0.0,1.8165902124584952,2.588435821108957,0.0,2.7489005429307594
40,5,0.0,40.0,2.5,0.0,0.0,0.0,1.5066301902946675,1.174618943088019,0.0,2.514866859365871,1.5811388300841898,0.0,0.0,0.0
83,15,12.5,0.0,3.6,1.2,6.2,43.8,1.6339204152187476,1.31101942303975,2.320794416806389,0.0,1.8973665961010275,1.0954451150103321,2.4899799195977463,2.572577859484474
58,8,0.0,8.3,0.0,5.2,16.7,41.7,1.5701330084113911,1.2311444133449163,0.0,1.6973426460728507,0.0,2.280350850198276,4.08656334834051,2.5411717211525033
20,4,0.0,0.0,0.0,5.0,40.0,40.0,1.394950793962421,1.148698354997035,0.0,0.0,0.0,2.23606797749979,6.324555320336759,2.514866859365871
18,4,0.0,0.0,0.0,11.1,0.0,66.7,1.3787157053417285,1.148698354997035,0.0,0.0,0.0,3.331666249791536,0.0,2.8577975428007782
45,7,0.0,12.5,4.4,2.2,0.0,0.0,1.5264770502686476,1.214814044039067,0.0,1.8803015465431967,2.0976176963403033,1.4832396974191326,0.0,0.0
82,9,10.0,10.0,2.4,2.4,0.0,10.0,1.6317213032934124,1.2457309396155174,2.154434690031884,1.7782794100389228,1.5491933384829668,1.5491933384829668,0.0,1.7782794100389228
13,4,0.0,0.0,0.0,0.0,0.0,100.0,1.329754545639786,1.148698354997035,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
38,6,0.0,16.7,5.3,2.6,0.0,16.7,1.4980679431428716,1.1962311988513155,0.0,2.0215250056184093,2.3021728866442674,1.61245154965971,0.0,2.0215250056184093
28,4,0.0,0.0,3.6,3.6,0.0,60.0,1.4480892742853726,1.148698354997035,0.0,0.0,1.8973665961010275,1.8973665961010275,0.0,2.7831576837137404
252,42,8.7,10.9,5.2,1.6,2.2,26.1,1.848512034382223,1.4531984602822678,2.0567101162059633,1.8170071006586175,2.280350850198276,1.2649110640673518,1.4832396974191326,2.260268990580086
40,5,14.3,14.3,0.0,5.0,0.0,14.3,1.5066301902946675,1.174618943088019,2.4272360429169444,1.9446166923683976,0.0,2.23606797749979,0.0,1.9446166923683976
17,2,0.0,0.0,0.0,0.0,0.0,50.0,1.3699873177397457,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
50,1,0.0,33.300000000000004,0.0,18.0,0.0,0.0,1.5444521049463789,1.0,0.0,2.4022104858861564,0.0,4.242640687119285,0.0,0.0
48,9,0.0,0.0,2.1,8.3,0.0,53.8,1.5374626775757694,1.2457309396155174,0.0,0.0,1.449137674618944,2.8809720581775866,0.0,2.708292511594141
58,9,0.0,9.1,1.7000000000000002,1.7000000000000002,18.2,45.5,1.5701330084113911,1.2457309396155174,0.0,1.7368421418769384,1.3038404810405297,1.3038404810405297,4.266145801540309,2.597184780029334
36,6,0.0,0.0,0.0,2.8000000000000003,14.3,28.6,1.4890953247181091,1.1962311988513155,0.0,0.0,0.0,1.6733200530681511,3.7815340802378077,2.312552006517556
30,6,16.7,0.0,3.3000000000000003,0.0,16.7,50.0,1.4592328029610848,1.1962311988513155,2.5560665504814426,0.0,1.8165902124584952,0.0,4.08656334834051,2.6591479484724942
17,2,0.0,0.0,0.0,0.0,0.0,50.0,1.3699873177397457,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
36,4,0.0,0.0,0.0,0.0,0.0,75.0,1.4890953247181091,1.148698354997035,0.0,0.0,0.0,0.0,0.0,2.942830956382712
18,2,0.0,50.0,0.0,0.0,0.0,0.0,1.3787157053417285,1.0717734625362931,0.0,2.6591479484724942,0.0,0.0,0.0,0.0
147,25,0.0,0.0,0.0,14.3,0.0,56.8,1.7410571907976689,1.379729661461215,0.0,0.0,0.0,3.7815340802378077,0.0,2.7452827673241074
79,13,0.0,17.599999999999998,3.8,5.1,0.0,5.9,1.6249778839784477,1.2923922207808318,0.0,2.0482273781688902,1.9493588689617927,2.258317958127243,0.0,1.5585222360615276
271,40,14.6,6.2,3.7,4.1000000000000005,4.2,27.1,1.8635022489239097,1.4461255495919247,2.444092388845405,1.5779670210741878,1.9235384061671346,2.024845673131659,2.04939015319192,2.2816147864896363
78,12,0.0,25.0,2.6,2.6,0.0,25.0,1.6226794404526244,1.2820888539868154,0.0,2.23606797749979,1.61245154965971,1.61245154965971,0.0,2.23606797749979
73,15,0.0,0.0,5.5,0.0,0.0,6.7,1.610778682311281,1.31101942303975,0.0,0.0,2.345207879911715,0.0,0.0,1.6088616538127065
42,4,0.0,8.3,0.0,21.4,8.3,8.3,1.5148200064111028,1.148698354997035,0.0,1.6973426460728507,0.0,4.626013402488151,2.8809720581775866,1.6973426460728507
32,5,0.0,0.0,0.0,6.2,0.0,71.39999999999999,1.4697344922755988,1.174618943088019,0.0,0.0,0.0,2.4899799195977463,0.0,2.9068629258551293
8,2,0.0,0.0,0.0,0.0,0.0,100.0,1.2599210498948732,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
334,54,6.3,4.8,4.2,2.7,9.5,22.2,1.9072879900610005,1.490182215342446,1.8469147504478334,1.4801656089845705,2.04939015319192,1.6431676725154984,3.082207001484488,2.1706422081393097
54,8,0.0,11.1,3.7,1.9,0.0,11.1,1.5577156943237602,1.2311444133449163,0.0,1.825285251622753,1.9235384061671346,1.378404875209022,0.0,1.825285251622753
23,4,0.0,0.0,0.0,0.0,0.0,100.0,1.4167822033014115,1.148698354997035,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
106,13,0.0,4.8,0.8999999999999999,8.5,0.0,28.6,1.67893539542235,1.2923922207808318,0.0,1.4801656089845705,0.9486832980505138,2.9154759474226504,0.0,2.312552006517556
13,2,0.0,0.0,0.0,23.1,25.0,0.0,1.329754545639786,1.0717734625362931,0.0,0.0,0.0,4.806245936279167,5.0,0.0
28,5,0.0,0.0,0.0,0.0,0.0,100.0,1.4480892742853726,1.174618943088019,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
42,2,0.0,0.0,0.0,14.3,33.300000000000004,0.0,1.5148200064111028,1.0717734625362931,0.0,0.0,0.0,3.7815340802378077,5.770615218501404,0.0
12,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3179806292130023,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
8,2,0.0,0.0,12.5,0.0,0.0,0.0,1.2599210498948732,1.0717734625362931,0.0,0.0,3.5355339059327378,0.0,0.0,0.0
91,16,5.9,5.9,6.6000000000000005,1.1,5.9,5.9,1.6507118379778205,1.3195079107728942,1.8069688693211896,1.5585222360615276,2.569046515733026,1.0488088481701516,2.4289915602982237,1.5585222360615276
59,10,9.1,9.1,5.1,3.4000000000000004,0.0,9.1,1.573118124014776,1.2589254117941673,2.087759478663449,1.7368421418769384,2.258317958127243,1.8439088914585775,0.0,1.7368421418769384
332,53,13.8,5.2,4.8,1.2,0.0,13.8,1.9060156127089354,1.487399348620308,2.3986103065798416,1.5100830606950983,2.1908902300206643,1.0954451150103321,0.0,1.927390755451873
41,7,0.0,0.0,0.0,4.9,12.5,62.5,1.5107694922198307,1.214814044039067,0.0,0.0,0.0,2.2135943621178655,3.5355339059327378,2.8117066259517456
43,11,16.7,8.3,11.6,2.3,0.0,8.3,1.5187856847554257,1.2709816152101407,2.5560665504814426,1.6973426460728507,3.40587727318528,1.51657508881031,0.0,1.6973426460728507
76,9,0.0,16.7,0.0,6.6000000000000005,0.0,50.0,1.618002871513824,1.2457309396155174,0.0,2.0215250056184093,0.0,2.569046515733026,0.0,2.6591479484724942
38,1,0.0,0.0,0.0,18.4,0.0,0.0,1.4980679431428716,1.0,0.0,0.0,0.0,4.2895221179054435,0.0,0.0
501,64,6.800000000000001,3.4000000000000004,1.4,5.6000000000000005,2.3,19.3,1.995179480048172,1.5157165665103982,1.8945364743718192,1.3579060687170441,1.1832159566199232,2.3664319132398464,1.51657508881031,2.0959905837807953
218,34,2.5,2.5,3.7,2.8000000000000003,0.0,32.5,1.8189824097416896,1.4228132198218728,1.3572088082974532,1.2574334296829355,1.9235384061671346,1.6733200530681511,0.0,2.3876509639174
224,33,5.0,2.5,2.7,3.1,0.0,30.0,1.8244781587991317,1.4185720345070807,1.7099759466766968,1.2574334296829355,1.6431676725154984,1.760681686165901,0.0,2.340347319320716
14,2,0.0,0.0,0.0,0.0,50.0,0.0,1.3407492401952805,1.0717734625362931,0.0,0.0,0.0,0.0,7.0710678118654755,0.0
11,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3052998807949197,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
13,2,0.0,0.0,0.0,0.0,0.0,100.0,1.329754545639786,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
59,10,9.1,18.2,5.1,3.4000000000000004,0.0,0.0,1.573118124014776,1.2589254117941673,2.087759478663449,2.0654650327566206,2.258317958127243,1.8439088914585775,0.0,0.0
42,9,0.0,0.0,0.0,9.5,20.0,26.700000000000003,1.5148200064111028,1.2457309396155174,0.0,0.0,0.0,3.082207001484488,4.47213595499958,2.2731485374047877
108,19,14.3,14.3,4.6,2.8000000000000003,0.0,9.5,1.6824260060797678,1.3423796509621049,2.4272360429169444,1.9446166923683976,2.1447610589527217,1.6733200530681511,0.0,1.7556215427832071
19,2,50.0,0.0,0.0,0.0,0.0,0.0,1.3870232258442192,1.0717734625362931,3.6840314986403864,0.0,0.0,0.0,0.0,0.0
75,9,0.0,0.0,0.0,2.7,0.0,81.8,1.6156234211948595,1.2457309396155174,0.0,0.0,0.0,1.6431676725154984,0.0,3.0073801295606133
23,4,0.0,0.0,0.0,4.3,0.0,100.0,1.4167822033014115,1.148698354997035,0.0,0.0,0.0,2.073644135332772,0.0,3.1622776601683795
38,5,0.0,0.0,2.6,2.6,0.0,50.0,1.4980679431428716,1.174618943088019,0.0,0.0,1.61245154965971,1.61245154965971,0.0,2.6591479484724942
23,1,0.0,0.0,0.0,13.0,0.0,66.7,1.4167822033014115,1.0,0.0,0.0,0.0,3.605551275463989,0.0,2.8577975428007782
73,16,6.2,6.2,6.800000000000001,0.0,0.0,0.0,1.610778682311281,1.3195079107728942,1.8370905500142276,1.5779670210741878,2.6076809620810595,0.0,0.0,0.0
29,5,0.0,0.0,6.9,0.0,0.0,20.0,1.4537464474156747,1.174618943088019,0.0,0.0,2.6267851073127395,0.0,0.0,2.114742526881128
9,2,0.0,0.0,0.0,0.0,66.7,0.0,1.2765180070092417,1.0717734625362931,0.0,0.0,0.0,0.0,8.167006795638168,0.0
109,18,4.3,4.3,3.7,5.5,0.0,13.0,1.6841498152752292,1.335141362540313,1.6261333316791686,1.44001532468678,1.9235384061671346,2.345207879911715,0.0,1.8988289221159418
31,8,0.0,0.0,0.0,16.1,23.1,38.5,1.4645589422527667,1.2311444133449163,0.0,0.0,0.0,4.012480529547776,4.806245936279167,2.4909509876742715
7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2413658170152087,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,27,14.7,2.9000000000000004,2.1,4.7,2.9000000000000004,11.8,1.7934948606565868,1.3903891703159095,2.4496598167132055,1.3049669101523764,1.449137674618944,2.16794833886788,1.7029386365926402,1.8534057320143191
117,2,0.0,0.0,0.0,76.9,0.0,50.0,1.6974556224115793,1.0717734625362931,0.0,0.0,0.0,8.769264507357502,0.0,2.6591479484724942
43,7,0.0,25.0,2.3,7.000000000000001,12.5,0.0,1.5187856847554257,1.214814044039067,0.0,2.23606797749979,1.51657508881031,2.6457513110645907,3.5355339059327378,0.0
272,37,8.7,6.5,1.7999999999999998,3.3000000000000003,0.0,30.4,1.8642650423459628,1.4348951656753595,2.0567101162059633,1.59671843378737,1.3416407864998738,1.8165902124584952,0.0,2.348109771888037
90,19,15.8,10.5,12.2,0.0,0.0,0.0,1.6486864043382532,1.3423796509621049,2.5092987040930996,1.8001028718392542,3.492849839314596,0.0,0.0,0.0
25,3,0.0,0.0,0.0,0.0,0.0,100.0,1.4299691483087287,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
271,41,11.4,6.800000000000001,4.1000000000000005,1.1,0.0,22.7,1.8635022489239097,1.4497008237135636,2.250617114677132,1.6148315584236828,2.024845673131659,1.0488088481701516,0.0,2.182762401139583
20,4,0.0,0.0,0.0,0.0,40.0,40.0,1.394950793962421,1.148698354997035,0.0,0.0,0.0,0.0,6.324555320336759,2.514866859365871
28,5,0.0,0.0,0.0,3.6,14.3,57.1,1.4480892742853726,1.174618943088019,0.0,0.0,0.0,1.8973665961010275,3.7815340802378077,2.7489005429307594
93,15,12.5,12.5,5.4,1.1,0.0,25.0,1.6547040414280916,1.31101942303975,2.320794416806389,1.8803015465431967,2.32379000772445,1.0488088481701516,0.0,2.23606797749979
53,6,0.0,0.0,1.9,3.8,0.0,0.0,1.5544838261856166,1.1962311988513155,0.0,0.0,1.378404875209022,1.9493588689617927,0.0,0.0
19,3,0.0,0.0,0.0,0.0,0.0,100.0,1.3870232258442192,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
55,8,11.1,22.2,3.6,1.7999999999999998,0.0,0.0,1.5608947941283693,1.2311444133449163,2.2306991044756197,2.1706422081393097,1.8973665961010275,1.3416407864998738,0.0,0.0
20,2,0.0,0.0,0.0,5.0,0.0,66.7,1.394950793962421,1.0717734625362931,0.0,0.0,0.0,2.23606797749979,0.0,2.8577975428007782
84,14,14.3,0.0,4.8,0.0,0.0,28.6,1.6360961005932173,1.3020054543174677,2.4272360429169444,0.0,2.1908902300206643,0.0,0.0,2.312552006517556
7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2413658170152087,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,35,13.5,13.5,3.3000000000000003,1.2,0.0,2.7,1.839367718836263,1.426943588457651,2.381101577952299,1.9168293127388174,1.8165902124584952,1.0954451150103321,0.0,1.2818610191887023
46,8,0.0,0.0,2.2,4.3,20.0,40.0,1.5302094165649887,1.2311444133449163,0.0,0.0,1.4832396974191326,2.073644135332772,4.47213595499958,2.514866859365871
10,3,0.0,0.0,10.0,0.0,66.7,0.0,1.2915496650148839,1.1161231740339044,0.0,0.0,3.1622776601683795,0.0,8.167006795638168,0.0
11,2,0.0,0.0,0.0,0.0,0.0,50.0,1.3052998807949197,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
93,15,5.3,10.5,3.2,4.3,0.0,5.3,1.6547040414280916,1.31101942303975,1.7435134012651283,1.8001028718392542,1.7888543819998317,2.073644135332772,0.0,1.5172912992053529
411,61,8.799999999999999,16.2,3.9,1.7000000000000002,2.9000000000000004,19.1,1.9517620489124932,1.5084571694663824,2.064560230912734,2.006220914929266,1.9748417658131499,1.3038404810405297,1.7029386365926402,2.090539326748586
